year,state,party,candidatevotes,totalvotes
1992,Minnesota,constitution party,3363,2347948
1992,Minnesota,grassroots,2659,2347948
1992,Minnesota,,2499,2347948
1992,Minnesota,natural law,1406,2347948
1992,Minnesota,socialist workers,990,2347948
1992,Minnesota,new alliance,958,2347948
1992,Minnesota,taxpayers party,733,2347948
1992,Minnesota,independents for economic recovery,622,2347948
1992,Mississippi,republican,487793,981793
1992,Mississippi,democrat,400258,981793
1992,Mississippi,independent,85626,981793
1992,Mississippi,independent,4310,981793
1992,Mississippi,libertarian,2154,981793
1992,Mississippi,taxpayers party,1652,981793
1992,Missouri,democrat,1053873,2391270
1992,Missouri,republican,811159,2391270
1992,Missouri,independent,518741,2391270
1992,Missouri,libertarian,7497,2391270
1992,Montana,democrat,154507,410583
1992,Montana,republican,144207,410583
1992,Montana,independent,107225,410583
1992,Montana,independent,3658,410583
1992,Montana,libertarian,986,410583
1992,Nebraska,republican,343678,737546
1992,Nebraska,democrat,216864,737546
1992,Nebraska,independent,174104,737546
1992,Nebraska,independent,1560,737546
1992,Nebraska,libertarian,1340,737546
1992,Nevada,democrat,189148,506318
1992,Nevada,republican,175828,506318
1992,Nevada,independent,132580,506318
1992,Nevada,populist,2892,506318
1992,Nevada,,2537,506318
1992,Nevada,libertarian,1835,506318
1992,Nevada,independent american,677,506318
1992,Nevada,independent,483,506318
1992,Nevada,natural law,338,506318
1992,New Hampshire,democrat,209040,537215
1992,New Hampshire,republican,202484,537215
1992,New Hampshire,independent,121337,537215
1992,New Hampshire,libertarian,3548,537215
1992,New Hampshire,new alliance,512,537215
1992,New Hampshire,natural law,294,537215
1992,New Jersey,democrat,1436206,3343594
1992,New Jersey,republican,1356865,3343594
1992,New Jersey,independent,521829,3343594
1992,New Jersey,libertarian,6822,3343594
1992,New Jersey,independent,4749,3343594
1992,New Jersey,new alliance,3513,3343594
1992,New Jersey,taxpayers party,2670,3343594
1992,New Jersey,6 million jobs,2095,3343594
1992,New Jersey,socialist workers,2011,3343594
1992,New Jersey,ron daniels independent,1996,3343594
1992,New Jersey,america first populist,1867,3343594
1992,New Jersey,workers league,1618,3343594
1992,New Jersey,natural law,1353,3343594
1992,New Mexico,democrat,261617,569986
1992,New Mexico,republican,212824,569986
1992,New Mexico,independent,91895,569986
1992,New Mexico,libertarian,1615,569986
1992,New Mexico,taxpayers party,620,569986
1992,New Mexico,natural law,562,569986
1992,New Mexico,new alliance,369,569986
1992,New Mexico,socialist workers,183,569986
1992,New Mexico,workers world,181,569986
1992,New Mexico,prohibition,120,569986
1992,New York,democrat,3346894,7079432
1992,New York,republican,2041690,7079432
1992,New York,independent,1090721,7079432
1992,New York,conservative,177000,7079432
1992,New York,,152951,7079432
1992,New York,right-to-life,127959,7079432
1992,New York,liberal party,97556,7079432
1992,New York,socialist workers,15472,7079432
1992,New York,libertarian,13451,7079432
1992,New York,new alliance,11318,7079432
1992,New York,natural law,4420,7079432
1992,North Carolina,republican,1134661,2611850
1992,North Carolina,democrat,1114042,2611850
1992,North Carolina,independent,357864,2611850
1992,North Carolina,libertarian,5171,2611850
1992,North Carolina,new alliance,59,2611850
1992,North Carolina,natural law,41,2611850
1992,North Carolina,socialist workers,12,2611850
1992,North Dakota,republican,136244,308133
1992,North Dakota,democrat,99168,308133
1992,North Dakota,independent,71084,308133
1992,North Dakota,,1637,308133
1992,Ohio,democrat,1984942,4939967
1992,Ohio,republican,1894310,4939967
1992,Ohio,independent,1036426,4939967
1992,Ohio,independent,24247,4939967
1992,Ohio,,42,4939967
1992,Oklahoma,republican,592929,1390359
1992,Oklahoma,democrat,473066,1390359
1992,Oklahoma,independent,319878,1390359
1992,Oklahoma,libertarian,4486,1390359
1992,Oregon,democrat,621314,1462643
1992,Oregon,republican,475757,1462643
1992,Oregon,independent,354091,1462643
1992,Oregon,libertarian,4277,1462643
1992,Oregon,new alliance,3030,1462643
1992,Oregon,,2609,1462643
1992,Oregon,,1565,1462643
1992,Pennsylvania,democrat,2239164,4959810
1992,Pennsylvania,republican,1791841,4959810
1992,Pennsylvania,independent,902667,4959810
1992,Pennsylvania,libertarian,21477,4959810
1992,Pennsylvania,new alliance,4661,4959810
1992,Rhode Island,democrat,213299,453365
1992,Rhode Island,republican,131601,453365
1992,Rhode Island,independent,105045,453365
1992,Rhode Island,new alliance,1878,453365
1992,Rhode Island,libertarian,571,453365
1992,Rhode Island,independents for larouche,494,453365
1992,Rhode Island,natural law,262,453365
1992,Rhode Island,taxpayers party,215,453365
1992,South Carolina,republican,577507,1228912
1992,South Carolina,democrat,525514,1228912
1992,South Carolina,independent,119257,1228912
1992,South Carolina,libertarian,2719,1228912
1992,South Carolina,american,2680,1228912
1992,South Carolina,united citizens,1235,1228912
1992,South Dakota,republican,136718,336254
1992,South Dakota,democrat,124888,336254
1992,South Dakota,independent,73295,336254
1992,South Dakota,libertarian,814,336254
1992,South Dakota,independent,539,336254
1992,Tennessee,democrat,933521,1982638
1992,Tennessee,republican,841300,1982638
1992,Tennessee,independent,199968,1982638
1992,Tennessee,independent,7688,1982638
1992,Tennessee,,161,1982638
1992,Texas,republican,2496071,6154018
1992,Texas,democrat,2281815,6154018
1992,Texas,independent,1354781,6154018
1992,Texas,libertarian,19699,6154018
1992,Texas,,1652,6154018
1992,Utah,republican,322632,743998
1992,Utah,independent,203400,743998
1992,Utah,democrat,183429,743998
1992,Utah,populist,28602,743998
1992,Utah,libertarian,1900,743998
1992,Utah,natural law,1319,743998
1992,Utah,independents for economic recovery,1089,743998
1992,Utah,new alliance,414,743998
1992,Utah,taxpayers party,393,743998
1992,Utah,american,292,743998
1992,Utah,socialist workers,200,743998
1992,Utah,campaign for a new tomorrow,177,743998
1992,Utah,socialist workers,151,743998
1992,Vermont,democrat,133592,289701
1992,Vermont,republican,88122,289701
1992,Vermont,independent,65991,289701
1992,Vermont,libertarian,501,289701
1992,Vermont,,488,289701
1992,Vermont,liberty union party,329,289701
1992,Vermont,natural law,315,289701
1992,Vermont,taxpayers party,124,289701
1992,Vermont,new alliance,100,289701
1992,Vermont,socialist workers,82,289701
1992,Vermont,freedom for larouche,57,289701
1992,Virginia,republican,1150517,2559129
1992,Virginia,democrat,1038650,2559129
1992,Virginia,independent,348639,2559129
1992,Virginia,independent,15129,2559129
1992,Virginia,libertarian,5730,2559129
1992,Virginia,,464,2559129
1992,Washington,democrat,993037,2287565
1992,Washington,republican,731234,2287565
1992,Washington,independent,541780,2287565
1992,Washington,libertarian,7533,2287565
1992,Washington,populist,4854,2287565
1992,Washington,natural law,2456,2287565
1992,Washington,taxpayers party,2354,2287565
1992,Washington,independent,2026,2287565
1992,Washington,new alliance,1776,2287565
1992,Washington,socialist workers,515,2287565
1992,West Virginia,democrat,331001,683677
1992,West Virginia,republican,241974,683677
1992,West Virginia,independent,108829,683677
1992,West Virginia,libertarian,1873,683677
1992,Wisconsin,democrat,1041066,2531064
1992,Wisconsin,republican,930855,2531064
1992,Wisconsin,independent,544479,2531064
1992,Wisconsin,independent,7518,2531064
1992,Wisconsin,libertarian,2877,2531064
1992,Wisconsin,labor-farm-laborista-agrario,1833,2531064
1992,Wisconsin,natural law,1070,2531064
1992,Wisconsin,,961,2531064
1992,Wisconsin,third party,405,2531064
1992,Wyoming,republican,79347,199884
1992,Wyoming,democrat,68160,199884
1992,Wyoming,independent,51263,199884
1992,Wyoming,libertarian,844,199884
1992,Wyoming,independent,270,199884
1996,Alabama,republican,769044,1534349
1996,Alabama,democrat,662165,1534349
1996,Alabama,independent,95030,1534349
1996,Alabama,libertarian,5290,1534349
1996,Alabama,natural law,1697,1534349
1996,Alabama,,1123,1534349
1996,Alaska,republican,122746,241620
1996,Alaska,democrat,80380,241620
1996,Alaska,reform party,26333,241620
1996,Alaska,green,7597,241620
1996,Alaska,libertarian,2276,241620
1996,Alaska,u.s. taxpayers party,925,241620
1996,Alaska,natural law,729,241620
1996,Alaska,,634,241620
1996,Arizona,democrat,653288,1404405
1996,Arizona,republican,622073,1404405
1996,Arizona,reform party,112072,1404405
1996,Arizona,libertarian,14358,1404405
1996,Arizona,,2573,1404405
1996,Arizona,,41,1404405
1996,Arkansas,democrat,475171,884262
1996,Arkansas,republican,325416,884262
1996,Arkansas,reform party,69884,884262
1996,Arkansas,green,3649,884262
1996,Arkansas,libertarian,3076,884262
1996,Arkansas,u.s. taxpayers party,2065,884262
1996,Arkansas,america first,932,884262
1996,Arkansas,unaffiliated,823,884262
1996,Arkansas,looking back party,749,884262
1996,Arkansas,workers world,747,884262
1996,Arkansas,natural law,729,884262
1996,Arkansas,socialist,538,884262
1996,Arkansas,prohibition,483,884262
1996,California,democrat,5119835,10019469
1996,California,republican,3828381,10019469
1996,California,reform party,697847,10019469
1996,California,green,237016,10019469
1996,California,libertarian,73600,10019469
1996,California,peace & freedom,25332,10019469
1996,California,american independent party,21202,10019469
1996,California,natural law,15403,10019469
1996,California,,853,10019469
1996,Colorado,republican,691848,1510702
1996,Colorado,democrat,671152,1510702
1996,Colorado,reform party,99629,1510702
1996,Colorado,green,25070,1510702
1996,Colorado,libertarian,12392,1510702
1996,Colorado,constitution party,2813,1510702
1996,Colorado,independent,2809,1510702
1996,Colorado,natural law,2545,1510702
1996,Colorado,socialist,669,1510702
1996,Colorado,workers world,599,1510702
1996,Colorado,american,557,1510702
1996,Colorado,prohibition,375,1510702
1996,Colorado,socialist workers,244,1510702
1996,Connecticut,democrat,735740,1392614
1996,Connecticut,republican,483109,1392614
1996,Connecticut,reform party,139523,1392614
1996,Connecticut,green,24321,1392614
1996,Connecticut,libertarian,5788,1392614
1996,Connecticut,concerned citizens,2425,1392614
1996,Connecticut,natural law,1703,1392614
1996,Connecticut,,5,1392614
1996,Delaware,democrat,140355,270810
1996,Delaware,republican,99062,270810
1996,Delaware,unaffiliated,28719,270810
1996,Delaware,libertarian,2052,270810
1996,Delaware,u.s. taxpayers party,348,270810
1996,Delaware,natural law,274,270810
1996,District of Columbia,democrat,158220,185726
1996,District of Columbia,republican,17339,185726
1996,District of Columbia,green,4780,185726
1996,District of Columbia,reform party,3611,185726
1996,District of Columbia,,648,185726
1996,District of Columbia,libertarian,588,185726
1996,District of Columbia,natural law,283,185726
1996,District of Columbia,socialist workers,257,185726
1996,Florida,democrat,2546870,5303154
1996,Florida,republican,2244536,5303154
1996,Florida,reform party,483870,5303154
1996,Florida,libertarian,23326,5303154
1996,Florida,,4552,5303154
1996,Georgia,republican,1080843,2298899
1996,Georgia,democrat,1053849,2298899
1996,Georgia,reform party,146337,2298899
1996,Georgia,libertarian,17870,2298899
1996,Hawaii,democrat,205012,360120
1996,Hawaii,republican,113943,360120
1996,Hawaii,reform party,27358,360120
1996,Hawaii,green,10386,360120
1996,Hawaii,libertarian,2493,360120
1996,Hawaii,natural law,570,360120
1996,Hawaii,u.s. taxpayers party,358,360120
1996,Idaho,republican,256595,491711
1996,Idaho,democrat,165443,491711
1996,Idaho,reform party,62518,491711
1996,Idaho,libertarian,3325,491711
1996,Idaho,u.s. taxpayers party,2230,491711
1996,Idaho,natural law,1600,491711
1996,Illinois,democrat,2341744,4311391
1996,Illinois,republican,1587021,4311391
1996,Illinois,reform party,346408,4311391
1996,Illinois,libertarian,22548,4311391
1996,Illinois,u.s. taxpayers party,7606,4311391
1996,Illinois,natural law,4606,4311391
1996,Illinois,,1458,4311391
1996,Indiana,republican,1006693,2135431
1996,Indiana,democrat,887424,2135431
1996,Indiana,reform party,224299,2135431
1996,Indiana,libertarian,15632,2135431
1996,Indiana,,1383,2135431
1996,Iowa,democrat,620258,1234075
1996,Iowa,republican,492644,1234075
1996,Iowa,reform party,105159,1234075
1996,Iowa,green,6550,1234075
1996,Iowa,natural law,3349,1234075
1996,Iowa,libertarian,2315,1234075
1996,Iowa,u.s. taxpayers party,2229,1234075
1996,Iowa,,1240,1234075
1996,Iowa,socialist workers,331,1234075
1996,Kansas,republican,583245,1074300
1996,Kansas,democrat,387659,1074300
1996,Kansas,reform party,92639,1074300
1996,Kansas,independent,5174,1074300
1996,Kansas,libertarian,4557,1074300
1996,Kansas,,1026,1074300
1996,Kentucky,democrat,636614,1388708
1996,Kentucky,republican,623283,1388708
1996,Kentucky,reform party,120396,1388708
1996,Kentucky,libertarian,4009,1388708
1996,Kentucky,u.s. taxpayers party,2204,1388708
1996,Kentucky,natural law,1493,1388708
1996,Kentucky,,709,1388708
1996,Louisiana,democrat,927837,1783959
1996,Louisiana,republican,712586,1783959
1996,Louisiana,reform party,123293,1783959
1996,Louisiana,libertarian,7499,1783959
1996,Louisiana,"liberty, ecology, community",4719,1783959
1996,Louisiana,u.s. taxpayers party,3366,1783959
1996,Louisiana,natural law,2981,1783959
1996,Louisiana,workers world,1678,1783959
1996,Maine,democrat,312788,605897
1996,Maine,republican,186378,605897
1996,Maine,reform party,85970,605897
1996,Maine,green,15279,605897
1996,Maine,libertarian,2996,605897
1996,Maine,u.s. taxpayers party,1517,605897
1996,Maine,natural law,825,605897
1996,Maine,,144,605897
1996,Maryland,democrat,966207,1780870
1996,Maryland,republican,681530,1780870
1996,Maryland,reform party,115812,1780870
1996,Maryland,libertarian,8765,1780870
1996,Maryland,u.s. taxpayers party,3402,1780870
1996,Maryland,,2637,1780870
1996,Maryland,natural law,2517,1780870
1996,Massachusetts,democrat,1571509,2556459
1996,Massachusetts,republican,718058,2556459
1996,Massachusetts,reform party,227206,2556459
1996,Massachusetts,libertarian,20424,2556459
1996,Massachusetts,,6180,2556459
1996,Massachusetts,natural law,5183,2556459
1996,Massachusetts,,4623,2556459
1996,Massachusetts,workers world,3276,2556459
1996,Michigan,democrat,1989653,3848844
1996,Michigan,republican,1481212,3848844
1996,Michigan,reform party,336670,3848844
1996,Michigan,libertarian,27670,3848844
1996,Michigan,,4678,3848844
1996,Michigan,natural law,4254,3848844
1996,Michigan,workers world,3153,3848844
1996,Michigan,socialist equality party,1554,3848844
1996,Minnesota,democrat,1120380,2192492
1996,Minnesota,republican,766395,2192492
1996,Minnesota,reform party,257698,2192492
1996,Minnesota,green,24906,2192492
1996,Minnesota,libertarian,8271,2192492
1996,Minnesota,grassroots,4898,2192492
1996,Minnesota,u.s. taxpayers party,3415,2192492
1996,Minnesota,,2903,2192492
1996,Minnesota,natural law,1808,2192492
1996,Minnesota,independent grassroots,787,2192492
1996,Minnesota,socialist workers,684,2192492
1996,Minnesota,socialist equality party,347,2192492
1996,Mississippi,republican,439838,893857
1996,Mississippi,democrat,394022,893857
1996,Mississippi,independent,53427,893857
1996,Mississippi,libertarian,2809,893857
1996,Mississippi,u.s. taxpayers party,2314,893857
1996,Mississippi,natural law,1447,893857
1996,Missouri,democrat,1025935,2158065
1996,Missouri,republican,890016,2158065
1996,Missouri,reform party,217188,2158065
1996,Missouri,u.s. taxpayers party,11521,2158065
1996,Missouri,libertarian,10522,2158065
1996,Missouri,natural law,2287,2158065
1996,Missouri,independent,596,2158065
1996,Montana,republican,179652,407083
1996,Montana,democrat,167922,407083
1996,Montana,reform party,55229,407083
1996,Montana,libertarian,2526,407083
1996,Montana,natural law,1754,407083
1996,Nebraska,republican,363467,677415
1996,Nebraska,democrat,236761,677415
1996,Nebraska,reform party,71278,677415
1996,Nebraska,libertarian,2792,677415
1996,Nebraska,u.s. taxpayers party,1928,677415
1996,Nebraska,natural law,1189,677415
1996,Nevada,democrat,203974,464279
1996,Nevada,republican,199244,464279
1996,Nevada,reform party,43986,464279
1996,Nevada,,5608,464279
1996,Nevada,green,4730,464279
1996,Nevada,libertarian,4460,464279
1996,Nevada,independent american,1732,464279
1996,Nevada,natural law,545,464279
1996,New Hampshire,democrat,246166,496597
1996,New Hampshire,republican,196486,496597
1996,New Hampshire,reform party,48387,496597
1996,New Hampshire,libertarian,4214,496597
1996,New Hampshire,u.s. taxpayers party,1344,496597
1996,New Jersey,democrat,1652361,3075860
1996,New Jersey,republican,1103099,3075860
1996,New Jersey,independent,320400,3075860
1996,New Mexico,democrat,273495,556074
1996,New Mexico,republican,232751,556074
1996,New Mexico,reform party,32257,556074
1996,New Mexico,green,13218,556074
1996,New Mexico,libertarian,2996,556074
1996,New Mexico,u.s. taxpayers party,713,556074
1996,New Mexico,natural law,644,556074
1996,New York,democrat,3649630,6439129
1996,New York,republican,1738707,6439129
1996,New York,independence,503458,6439129
1996,New York,conservative,183392,6439129
1996,New York,,123000,6439129
1996,New York,liberal party,106547,6439129
1996,New York,green,75956,6439129
1996,New York,right-to-life,23580,6439129
1996,New York,libertarian,12220,6439129
1996,New York,freedom,11393,6439129
1996,New York,natural law,5011,6439129
1996,New York,workers world,3473,6439129
1996,New York,socialist workers,2762,6439129
1996,North Carolina,republican,1225938,2515807
1996,North Carolina,democrat,1107849,2515807
1996,North Carolina,reform party,168059,2515807
1996,North Carolina,libertarian,8740,2515807
1996,North Carolina,natural law,2771,2515807
1996,North Carolina,,2450,2515807
1996,North Dakota,republican,125050,266411
1996,North Dakota,democrat,106905,266411
1996,North Dakota,reform party,32515,266411
1996,North Dakota,libertarian,847,266411
1996,North Dakota,independent nomination,745,266411
1996,North Dakota,natural law,349,266411
1996,Ohio,democrat,2148222,4534434
1996,Ohio,republican,1859883,4534434
1996,Ohio,reform party,483207,4534434
1996,Ohio,libertarian,12851,4534434
1996,Ohio,workers world,10813,4534434
1996,Ohio,natural law,9120,4534434
1996,Ohio,u.s. taxpayers party,7361,4534434
1996,Ohio,green,2962,4534434
1996,Ohio,,15,4534434
1996,Oklahoma,republican,582315,1206713
1996,Oklahoma,democrat,488105,1206713
1996,Oklahoma,reform party,130788,1206713
1996,Oklahoma,libertarian,5505,1206713
1996,Oregon,democrat,649641,1377760
1996,Oregon,republican,538152,1377760
1996,Oregon,reform party,121221,1377760
1996,Oregon,green,49415,1377760
1996,Oregon,libertarian,8903,1377760
1996,Oregon,u.s. taxpayers party,3379,1377760
1996,Oregon,natural law,2798,1377760
1996,Oregon,,2329,1377760
1996,Oregon,socialist,1922,1377760
1996,Pennsylvania,democrat,2215819,4501307
1996,Pennsylvania,republican,1801169,4501307
1996,Pennsylvania,reform party,430984,4501307
1996,Pennsylvania,libertarian,28000,4501307
1996,Pennsylvania,constitution party,19552,4501307
1996,Pennsylvania,natural law,5783,4501307
1996,Rhode Island,democrat,233050,390247
1996,Rhode Island,republican,104683,390247
1996,Rhode Island,reform party,43723,390247
1996,Rhode Island,green,6040,390247
1996,Rhode Island,libertarian,1109,390247
1996,Rhode Island,u.s. taxpayers party,1021,390247
1996,Rhode Island,natural law,435,390247
1996,Rhode Island,workers world,186,390247
1996,South Carolina,republican,573339,1150182
1996,South Carolina,democrat,506152,1150182
1996,South Carolina,patriot party,36913,1150182
1996,South Carolina,reform party,27464,1150182
1996,South Carolina,libertarian,4271,1150182
1996,South Carolina,u.s. taxpayers party,2043,1150182
1996,South Dakota,republican,150543,323826
1996,South Dakota,democrat,139333,323826
1996,South Dakota,independent,32478,323826
1996,South Dakota,libertarian,1472,323826
1996,Tennessee,democrat,909146,1894105
1996,Tennessee,republican,863530,1894105
1996,Tennessee,independent,121239,1894105
1996,Tennessee,,190,1894105
1996,Texas,republican,2736167,5611644
1996,Texas,democrat,2459683,5611644
1996,Texas,independent,378537,5611644
1996,Texas,libertarian,20256,5611644
1996,Texas,u.s. taxpayers party,7472,5611644
1996,Texas,,5107,5611644
1996,Texas,natural law,4422,5611644
1996,Utah,republican,361911,665629
1996,Utah,democrat,221633,665629
1996,Utah,reform party,66461,665629
1996,Utah,green,4615,665629
1996,Utah,libertarian,4129,665629
1996,Utah,u.s. taxpayers party,2601,665629
1996,Utah,independent american,1290,665629
1996,Utah,independent,1101,665629
1996,Utah,natural law,1085,665629
1996,Utah,workers world,298,665629
1996,Utah,socialist workers,235,665629
1996,Utah,,159,665629
1996,Utah,prohibition,111,665629
1996,Vermont,democrat,137894,258449
1996,Vermont,republican,80352,258449
1996,Vermont,reform party,31024,258449
1996,Vermont,green,5585,258449
1996,Vermont,libertarian,1183,258449
1996,Vermont,,560,258449
1996,Vermont,natural law,498,258449
1996,Vermont,grassroots,480,258449
1996,Vermont,u.s. taxpayers party,382,258449
1996,Vermont,liberty union party,292,258449
1996,Vermont,socialist workers,199,258449
1996,Virginia,republican,1138350,2416642
1996,Virginia,democrat,1091060,2416642
1996,Virginia,reform party,159861,2416642
1996,Virginia,u.s. taxpayers party,13687,2416642
1996,Virginia,libertarian,9174,2416642
1996,Virginia,natural law,4510,2416642
1996,Washington,democrat,1123323,2253837
1996,Washington,republican,840712,2253837
1996,Washington,reform party,201003,2253837
1996,Washington,independent,62696,2253837
1996,Washington,libertarian,12522,2253837
1996,Washington,natural law,6076,2253837
1996,Washington,u.s. taxpayers party,4578,2253837
1996,Washington,workers world,2189,2253837
1996,Washington,socialist workers,738,2253837
1996,West Virginia,democrat,327812,636459
1996,West Virginia,republican,233946,636459
1996,West Virginia,reform party,71639,636459
1996,West Virginia,libertarian,3062,636459
1996,Wisconsin,democrat,1071971,2196169
1996,Wisconsin,republican,845029,2196169
1996,Wisconsin,reform party,227339,2196169
1996,Wisconsin,independent,32766,2196169
1996,Wisconsin,u.s. taxpayers party,8811,2196169
1996,Wisconsin,libertarian,7929,2196169
1996,Wisconsin,,2324,2196169
1996,Wyoming,republican,105388,211571
1996,Wyoming,democrat,77934,211571
1996,Wyoming,independent,25928,211571
1996,Wyoming,libertarian,1739,211571
1996,Wyoming,natural law,582,211571
2000,Alabama,republican,941173,1666272
2000,Alabama,democrat,692611,1666272
2000,Alabama,independent,25896,1666272
2000,Alabama,libertarian,5893,1666272
2000,Alabama,,699,1666272
2000,Alaska,republican,167398,285560
2000,Alaska,democrat,79004,285560
2000,Alaska,green,28747,285560
2000,Alaska,reform party,5192,285560
2000,Alaska,libertarian,2636,285560
2000,Alaska,,1068,285560
2000,Alaska,natural law,919,285560
2000,Alaska,constitution party,596,285560
2000,Arizona,republican,781652,1532016
2000,Arizona,democrat,685341,1532016
2000,Arizona,green,45645,1532016
2000,Arizona,reform party,12373,1532016
2000,Arizona,libertarian,5775,1532016
2000,Arizona,natural law,1120,1532016
2000,Arizona,,110,1532016
2000,Arkansas,republican,472940,921781
2000,Arkansas,democrat,422768,921781
2000,Arkansas,green,13421,921781
2000,Arkansas,reform party,7358,921781
2000,Arkansas,libertarian,2781,921781
2000,Arkansas,constitution party,1415,921781
2000,Arkansas,natural law,1098,921781
2000,California,democrat,5861203,10965822
2000,California,republican,4567429,10965822
2000,California,green,418707,10965822
2000,California,libertarian,45520,10965822
2000,California,reform party,44987,10965822
2000,California,american independent party,17042,10965822
2000,California,natural law,10934,10965822
2000,Colorado,republican,883748,1741368
2000,Colorado,democrat,738227,1741368
2000,Colorado,green,91434,1741368
2000,Colorado,libertarian,12799,1741368
2000,Colorado,freedom,10465,1741368
2000,Colorado,natural law,2240,1741368
2000,Colorado,constitution party,1319,1741368
2000,Colorado,socialist,712,1741368
2000,Colorado,socialist workers,216,1741368
2000,Colorado,prohibition,208,1741368
2000,Connecticut,democrat,816015,1459525
2000,Connecticut,republican,561094,1459525
2000,Connecticut,green,64452,1459525
2000,Connecticut,concerned citizens,9695,1459525
2000,Connecticut,reform party,4731,1459525
2000,Connecticut,libertarian,3484,1459525
2000,Connecticut,,54,1459525
2000,Delaware,democrat,180068,327529
2000,Delaware,republican,137288,327529
2000,Delaware,green,8307,327529
2000,Delaware,reform party,777,327529
2000,Delaware,libertarian,774,327529
2000,Delaware,constitution party,208,327529
2000,Delaware,natural law,107,327529
2000,District of Columbia,democrat,171923,201894
2000,District of Columbia,republican,18073,201894
2000,District of Columbia,green,10576,201894
2000,District of Columbia,libertarian,669,201894
2000,District of Columbia,,539,201894
2000,District of Columbia,socialist workers,114,201894
2000,Florida,republican,2912790,5963110
2000,Florida,democrat,2912253,5963110
2000,Florida,green,97488,5963110
2000,Florida,reform party,17484,5963110
2000,Florida,libertarian,16415,5963110
2000,Florida,natural law,2281,5963110
2000,Florida,workers world,1804,5963110
2000,Florida,constitution party,1371,5963110
2000,Florida,socialist,622,5963110
2000,Florida,socialist workers,562,5963110
2000,Florida,,40,5963110
2000,Georgia,republican,1419720,2583208
2000,Georgia,democrat,1116230,2583208
2000,Georgia,libertarian,36332,2583208
2000,Georgia,independent,10926,2583208
2000,Hawaii,democrat,205286,367951
2000,Hawaii,republican,137845,367951
2000,Hawaii,green,21623,367951
2000,Hawaii,libertarian,1477,367951
2000,Hawaii,reform party,1071,367951
2000,Hawaii,constitution party,343,367951
2000,Hawaii,natural law,306,367951
2000,Idaho,republican,336937,501615
2000,Idaho,democrat,138637,501615
2000,Idaho,green,12292,501615
2000,Idaho,reform party,7615,501615
2000,Idaho,libertarian,3488,501615
2000,Idaho,constitution party,1469,501615
2000,Idaho,natural law,1177,501615
2000,Illinois,democrat,2589026,4742108
2000,Illinois,republican,2019421,4742108
2000,Illinois,green,103759,4742108
2000,Illinois,independent,16106,4742108
2000,Illinois,libertarian,11623,4742108
2000,Illinois,reform party,2127,4742108
2000,Illinois,,46,4742108
2000,Indiana,republican,1245836,2199302
2000,Indiana,democrat,901980,2199302
2000,Indiana,,18997,2199302
2000,Indiana,independent,16959,2199302
2000,Indiana,libertarian,15530,2199302
2000,Iowa,democrat,638517,1353022
2000,Iowa,republican,634373,1353022
2000,Iowa,independent,37459,1353022
2000,Iowa,green,29374,1353022
2000,Iowa,reform party,5731,1353022
2000,Iowa,libertarian,3209,1353022
2000,Iowa,nominated by petition,2281,1353022
2000,Iowa,,1168,1353022
2000,Iowa,constitution party,613,1353022
2000,Iowa,socialist workers,190,1353022
2000,Iowa,socialist,107,1353022
2000,Kansas,republican,622332,1072216
2000,Kansas,democrat,399276,1072216
2000,Kansas,independent,37459,1072216
2000,Kansas,reform party,7370,1072216
2000,Kansas,libertarian,4525,1072216
2000,Kansas,constitution party,1254,1072216
2000,Kentucky,republican,872520,1544106
2000,Kentucky,democrat,638923,1544106
2000,Kentucky,green,23118,1544106
2000,Kentucky,reform party,4152,1544106
2000,Kentucky,libertarian,2885,1544106
2000,Kentucky,natural law,1513,1544106
2000,Kentucky,constitution party,915,1544106
2000,Kentucky,,80,1544106
2000,Louisiana,republican,927871,1765656
2000,Louisiana,democrat,792344,1765656
2000,Louisiana,green,20473,1765656
2000,Louisiana,reform party,14356,1765656
2000,Louisiana,constitution party,5483,1765656
2000,Louisiana,libertarian,2951,1765656
2000,Louisiana,socialist workers,1103,1765656
2000,Louisiana,natural law,1075,1765656
2000,Maine,democrat,319951,651817
2000,Maine,republican,286616,651817
2000,Maine,green,37127,651817
2000,Maine,reform party,4443,651817
2000,Maine,libertarian,3074,651817
2000,Maine,constitution party,579,651817
2000,Maine,,27,651817
2000,Maryland,democrat,1144008,2025212
2000,Maryland,republican,813827,2025212
2000,Maryland,green,53768,2025212
2000,Maryland,libertarian,5310,2025212
2000,Maryland,reform party,4248,2025212
2000,Maryland,,1656,2025212
2000,Maryland,,1477,2025212
2000,Maryland,constitution party,918,2025212
2000,Massachusetts,democrat,1616487,2733964
2000,Massachusetts,republican,878502,2733964
2000,Massachusetts,green,173564,2733964
2000,Massachusetts,,31022,2733964
2000,Massachusetts,libertarian,16366,2733964
2000,Massachusetts,reform party,11149,2733964
2000,Massachusetts,,3990,2733964
2000,Massachusetts,unenrolled,2884,2733964
2000,Michigan,democrat,2170418,4232501
2000,Michigan,republican,1953139,4232501
2000,Michigan,green,84165,4232501
2000,Michigan,libertarian,16711,4232501
2000,Michigan,u.s. taxpayers party,3791,4232501
2000,Michigan,natural law,2426,4232501
2000,Michigan,,1851,4232501
2000,Minnesota,democratic-farmer-labor,1168266,2438685
2000,Minnesota,republican,1109659,2438685
2000,Minnesota,green,126696,2438685
2000,Minnesota,reform party minnesota,22166,2438685
2000,Minnesota,libertarian,5282,2438685
